Numero_capitulo,Volumen,Nombre,Titulo_romanji,Titulo_viz,Paginas,Fecha,Episodios,Anio,Saga Argumental
841,84,To the East Blue,Isuto Buru e,To the East Blue,17,2016-10-03,2016 Issue ,2016,Saga de Whole Cake Island
842,84,The Power of a Full Stomach,Manpuku no Chikara,The Power of a Full Stomach,15,2016-10-08,2016 Issue ,2016,Saga de Whole Cake Island
843,84,Vinsmoke Sanji,Vinsumoku Sanji,Vinsmoke Sanji,19,2016-10-24,2016 Issue ,2016,Saga de Whole Cake Island
844,84,Luffy vs. Sanji,Rufi Basasu Sanji,Luffy vs. Sanji,17,2016-10-31,2016 Issue ,2016,Saga de Whole Cake Island
845,84,Forces of Rage,Ikari no Gundan,Forces of Rage,17,2016-11-07,2016 Issue ,2016,Saga de Whole Cake Island
846,84,Tamago Security,Tamago no Keibi,Tamago Security,17,2016-11-21,2016 Issue ,2016,Saga de Whole Cake Island
847,84,Luffy and Big Mom,Rufi to Biggu Mamu,Luffy and Big Mom,17,2016-11-28,2016 Issue ,2016,Saga de Whole Cake Island
848,84,Goodbye,Sayonara,Goodbye,19,2016-12-05,2017 Issue,2016,Saga de Whole Cake Island
849,85,Choniki in the Land of Mirrors,Kagami no Kuni no Choniki,Chobro in the Land of Mirrors,17,2016-12-12,2017 Issue 2,2016,Saga de Whole Cake Island
850,85,A Ray of Light,Hitosuji no Hikari,A Ray of Light,17,2016-12-26,2017 Issue 4,2016,Saga de Whole Cake Island
851,85,Moist Cigarette,Shikemoku,Dog-End,17,2017-01-07,2017 Issue,2017,Saga de Whole Cake Island
852,85,Germa's Failure,Jeruma no Shippaisaku,Germa's Failure,17,2017-01-16,2017 Issue,2017,Saga de Whole Cake Island
853,85,Not Here,Koko ja ne,Not Here,17,2017-01-30,2017 Issue,2017,Saga de Whole Cake Island
854,85,What Are You Doing?,Nani Yattenda,What Are You Doing?,17,2017-02-06,2017 Issue ,2017,Saga de Whole Cake Island
855,85,Gugyurururu!!!,Gugyurururu!!!,Glurrgle!!!,17,2017-02-13,2017 Issue ,2017,Saga de Whole Cake Island
856,85,Liar,Usotsuki,Liar,17,2017-02-20,2017 Issue ,2017,Saga de Whole Cake Island
857,85,Rook,Ruku,Rook,17,2017-03-06,2017 Issue ,2017,Saga de Whole Cake Island
858,85,Meeting,Kaigi,Meeting,19,2017-03-13,2017 Issue ,2017,Saga de Whole Cake Island
859,86,Emperor Assassination Plan,Yonko Ansatsu Sakusen,Emperor Assassination Plan,17,2017-03-18,2017 Issue ,2017,Saga de Whole Cake Island
860,86,10:00 Opening of the Banquet,Ju-ji Kaien,10:00 Start,17,2017-03-27,2017 Issue ,2017,Saga de Whole Cake Island
861,86,Good Actor,Engi-ha,Veteran Actor,17,2017-04-03,2017 Issue ,2017,Saga de Whole Cake Island
862,86,The Intelligent Ones,Zuno-ha,Cerebral,17,2017-04-17,2017 Issue ,2017,Saga de Whole Cake Island
863,86,The Honorable,Gikyo-ha,The Honorable,19,2017-04-24,2017 Issue 21-,2017,Saga de Whole Cake Island
864,86,The Vinsmoke Massacre Plot,Vinsumoku-ke Minagoroshi Keikaku,The Vinsmoke Massacre Plot,17,2017-05-08,2017 Issue ,2017,Saga de Whole Cake Island
865,86,"Hey, Mother",Ne Maza,"Hey, Mother",17,2017-05-15,2017 Issue ,2017,Saga de Whole Cake Island
866,86,Natural Born Destroyer,Nachuraru Bon Desutoroiya,Natural Born Destroyer,17,2017-05-29,2017 Issue ,2017,Saga de Whole Cake Island
867,86,Happy Birthday,Happi Basude,Happy Birthday,17,2017-06-05,2017 Issue ,2017,Saga de Whole Cake Island
868,86,KX Launcher,Ke-Ekkusu Rancha,KX Launcher,17,2017-06-12,2017 Issue ,2017,Saga de Whole Cake Island
869,86,Under Siege,Rojo,Castling,19,2017-06-19,2017 Issue ,2017,Saga de Whole Cake Island
870,87,Parting,Ketsubetsu,Parting,17,2017-07-03,2017 Issue ,2017,Saga de Whole Cake Island
871,87,"You Can Do It, Caesar!!",Ganbare Shiza!!,"You Can Do It, Caesar!!",17,2017-07-10,2017 Issue ,2017,Saga de Whole Cake Island
872,87,Thick and Fluffy,Torofuwa,Thick and Fluffy,19,2017-07-15,2017 Issue ,2017,Saga de Whole Cake Island
873,87,Trapped Like Sweets in a Cage,Happo Fusa-gashi,Recipe For Disaster,17,2017-07-24,2017 Issue ,2017,Saga de Whole Cake Island
874,87,Be My Servant,Watashi no Shimobe ni Narinasai,Be My Servant,19,2017-08-07,2017 Issue 36-,2017,Saga de Whole Cake Island
875,87,A Woman's Honor,Onna no Jingi,A Woman's Honor,17,2017-08-21,2017 Issue ,2017,Saga de Whole Cake Island
876,87,Pudding Coincidentally Appears!!,"Purin, Guzen Arawaru!!",Pudding Coincidentally Appears!!,17,2017-08-28,2017 Issue ,2017,Saga de Whole Cake Island
877,87,Not Sweet,Amakunai,Bittersweet,17,2017-09-04,2017 Issue ,2017,Saga de Whole Cake Island
878,87,Captain Pedro of the Mink Tribe Guardians,Minku-zoku Gadianzu Dancho Pedoro,Commander Pedro of the Mink Guardians,19,2017-09-16,2017 Issue ,2017,Saga de Whole Cake Island
879,87,"One of Big Mom's ""3 Sweet Commanders"", Katakuri","Biggu Mamu ""Suito San Shosei"" Katakuri","Big Mom's Sweet 3 General, Katakuri",17,2017-09-25,2017 Issue ,2017,Saga de Whole Cake Island
880,88,Zero Escape,Tairo Zero,Zero Escape,17,2017-10-02,2017 Issue ,2017,Saga de Whole Cake Island
881,88,Wave Room,Nami no Heya,Wave Room,17,2017-10-07,2017 Issue ,2017,Saga de Whole Cake Island
882,88,Beyond the Emperor's Expectations,Yonko no Sotei-gai,Beyond the Emperor's Expectations,17,2017-10-23,2017 Issue ,2017,Saga de Whole Cake Island
883,88,Merienda,Merienda,Merienda,17,2017-10-30,2017 Issue ,2017,Saga de Whole Cake Island
884,88,Who Is That?,Dare da,Who Is That?,17,2017-11-06,2017 Issue ,2017,Saga de Whole Cake Island
885,88,It's Brulée!!!,Buryure dayo!!!,I'm Brulee!!!,17,2017-11-13,2017 Issue ,2017,Saga de Whole Cake Island
886,88,Way of Life,Ikizama dechu yo,Way of Life,19,2017-11-27,2017 Issue ,2017,Saga de Whole Cake Island
887,88,Somewhere Someone is Wishing for Your Happiness,Dokoka de Dareka ga Kimi no Shiawase o Negatteru,Someone Somewhere is Wishing for Your Happiness,17,2017-12-04,2018 Issue,2017,Saga de Whole Cake Island
888,88,Lion,Shishi,Lion,17,2017-12-11,2018 Issue 2,2017,Saga de Whole Cake Island
889,88,Unfamiliar Mama,Michi no Mama,Unfamiliar Mama,17,2017-12-25,2018 Issue 4,2017,Saga de Whole Cake Island
890,89,Big Mom on the Ship,Fune no Ue no Biggu Mamu,Big Mom on the Ship,19,2018-01-04,2018 Issue,2018,Saga de Whole Cake Island
891,89,They Believe in Me,Shinjirareteru,They Believe in Me,17,2018-01-15,2018 Issue,2018,Saga de Whole Cake Island
892,89,Recognized as Strong Opponents,Kyoteki Nintei,Threat Confirmed,17,2018-01-29,2018 Issue,2018,Saga de Whole Cake Island
893,89,"Flampe, 36th Daughter of Charlotte",Sharotto-ke Sanjuroku-jo Furanpe,"Flampe, 36th Daughter of Charlotte",17,2018-02-05,2018 Issue ,2018,Saga de Whole Cake Island
894,89,12:05,Rei-ji Go-fun,12:05,17,2018-02-10,2018 Issue ,2018,Saga de Whole Cake Island
895,89,Luffy the Pirate vs. Commander Katakuri,Kaizoku Rufi Basasu Shosei Katakuri,Luffy the Pirate vs. General Katakuri,17,2018-02-19,2018 Issue ,2018,Saga de Whole Cake Island
896,89,The Last Request,Saigo no Onegai,One Last Thing,17,2018-03-05,2018 Issue ,2018,Saga de Whole Cake Island
897,89,Pekoms' Cacao Island Escape Plan,Pekomuzu no Kakao-to Dasshutsu Sakusen,Pekoms's Cacao Island Escape Plan,17,2018-03-12,2018 Issue ,2018,Saga de Whole Cake Island
898,89,We'll Definitely Return,Kanarazu Modoru,I Will Return,17,2018-03-19,2018 Issue ,2018,Saga de Whole Cake Island
899,89,The Final Fortress,Saigo no Toride,The Final Fortress,17,2018-03-26,2018 Issue ,2018,Saga de Whole Cake Island
900,89,Bad End Musical,Baddoendo Myujikaru,Bad End Musical,19,2018-04-02,2018 Issue ,2018,Saga de Whole Cake Island
901,90,"Even If You Die, Don't Die!!!",Shindemo Shinunayo!!!,Don't Let Even Death Stop You!!!,17,2018-04-16,2018 Issue ,2018,Saga de Whole Cake Island
902,90,End Roll,Endo Roru,End Roll,19,2018-04-23,2018 Issue 21-,2018,Saga de Whole Cake Island
903,90,Fifth Emperor,Go-banme no Kotei,Fifth Emperor,17,2018-05-02,2018 Issue ,2018,Saga de Whole Cake Island
904,90,Introducing the Revolutionary Army Commanders,Kakumei-gun Zengun Taicho Tojo,Introducing the Revolutionary Army Captains,15,2018-05-14,2018 Issue ,2018,Saga de Whole Cake Island
905,90,A Beautiful World,Utsukushii Sekai,What a Beautiful World,17,2018-05-28,2018 Issue ,2018,Saga de Whole Cake Island
906,90,The Holy Land Mary Geoise,Seichi Marijoa,Sacred Marijoa,17,2018-06-04,2018 Issue ,2018,Saga de Whole Cake Island
907,90,The Empty Throne,Kara no Gyokuza,The Empty Throne,17,2018-06-11,2018 Issue ,2018,Saga de Whole Cake Island
908,90,The Levely Begins,Reveri Kaimaku,The Reverie Begins,17,2018-06-18,2018 Issue ,2018,Saga de Whole Cake Island
909,90,Seppuku,Seppuku,Seppuku,17,2018-07-02,2018 Issue ,2018,Saga del País de Wano
910,90,Onward to Wano Country,Iza Wano Kuni e,Onward to Wano,17,2018-07-09,2018 Issue ,2018,Saga del País de Wano
911,91,Adventure in the Land of Samurai,Samurai no Kuni no Boken,Adventure in the Land of Samurai,19,2018-07-14,2018 Issue ,2018,Saga del País de Wano
912,91,Amigasa Village,Amigasa-mura,Amigasa Village,19,2018-07-23,2018 Issue ,2018,Saga del País de Wano
913,91,Tsuru Returns the Favor,Tsuru no Ongaeshi,The Crane Returns the Favor,17,2018-08-06,2018 Issue 36-,2018,Saga del País de Wano
914,91,Okobore Town,Okobore-cho,Okobore Town,17,2018-08-20,2018 Issue ,2018,Saga del País de Wano
915,91,Bakura Town,Bakura-cho,Bakura Town,17,2018-08-27,2018 Issue ,2018,Saga del País de Wano
916,91,Wano Country Grand Sumo Tournament,Wano Kuni Ozumo,Wano Sumo,19,2018-09-03,2018 Issue ,2018,Saga del País de Wano
917,91,The Treasure Ship of Provisions,Shokuryo Takarabune,Food Treasure Barge,17,2018-09-15,2018 Issue ,2018,Saga del País de Wano
918,91,Luffy-tarou Returns the Favor,Rufitaro no Ongaeshi,Luffytaro Returns the Favor,17,2018-09-22,2018 Issue ,2018,Saga del País de Wano
919,91,The Ruins of Oden Castle,Oden-jo Ato,The Ruins of Oden Castle,17,2018-10-01,2018 Issue ,2018,Saga del País de Wano
920,91,I Love Oden,Oden ga Suki,For Love of Oden,17,2018-10-06,2018 Issue ,2018,Saga del País de Wano
921,91,Shutenmaru,Shutenmaru,Shutenmaru,19,2018-10-22,2018 Issue ,2018,Saga del País de Wano
922,92,Governor-General Kaidou of the Beasts Pirates,Hyakuju Kaizokudan Sotoku Kaido,Supreme Commander Kaido of the Animal Kingdom Pirates,17,2018-10-29,2018 Issue ,2018,Saga del País de Wano
923,92,Emperor of the Sea Kaidou vs. Luffy,Yonko Kaido Basasu Rufi,Emperor of the Sea Kaido vs. Luffy,17,2018-11-05,2018 Issue ,2018,Saga del País de Wano
924,92,Ha,Ha,Huh,15,2018-11-12,2018 Issue ,2018,Saga del País de Wano
925,92,Blank,Buranku,Absence,17,2018-11-26,2018 Issue ,2018,Saga del País de Wano
926,92,The Prisoner Mine,Shujin Saikutsujo,Excavation Labor Camp,17,2018-12-03,2019 Issue,2018,Saga del País de Wano
927,92,O-Toko the Kamuro,Kamuro no O-Toko,Otoko the Kamuro,15,2018-12-10,2019 Issue,2018,Saga del País de Wano
928,92,Introducing Komurasaki the Oiran,Oiran Komurasaki Tojo,Introducing Komurasaki the Oiran,17,2018-12-22,2019 Issue 4,2018,Saga del País de Wano
929,92,"Shogun of Wano Country, Kurozumi Orochi",Wano Kuni Shogun - Kurozumi Orochi,"Shogun of Wano, Kurozumi Orochi",18,2019-01-07,2019 Issue 6,2019,Saga del País de Wano
930,92,Ebisu Town,Ebisu-cho,Ebisu Town,17,2019-01-21,2019 Issue,2019,Saga del País de Wano
931,92,O-Soba Mask,O-Soba Masuku,Soba Mask,17,2019-02-04,2019 Issue ,2019,Saga del País de Wano
932,93,Shogun and Oiran,Shogun to Oiran,Shogun and Oiran,17,2019-02-09,2019 Issue ,2019,Saga del País de Wano
933,93,A Warrior's Mercy,Bushi no Nasake,A Warrior's Mercy,17,2019-02-18,2019 Issue ,2019,Saga del País de Wano
934,93,Hyogoro of the Flower,Hana no Hyogoro,Hyogoro The Flower,15,2019-02-25,2019 Issue ,2019,Saga del País de Wano
935,93,Queen,Kuin,Queen,17,2019-03-11,2019 Issue ,2019,Saga del País de Wano
936,93,The Grand Sumo Inferno,Ozumo Inferuno,Sumo Inferno,17,2019-03-18,2019 Issue ,2019,Saga del País de Wano
937,93,Gyukimaru on Oihagi Bridge,Oihagi-bashi no Gyukimaru,Gyukimaru on Bandit's Bridge,17,2019-03-25,2019 Issue ,2019,Saga del País de Wano
938,93,A Woman's Secret,On'na no Himitsu,A Woman's Secret,13,2019-04-01,2019 Issue ,2019,Saga del País de Wano
939,93,The Old Leopard Never Forgets the Way,Oitaru Hyo wa Michi o Wasurezu,The Old Leopard Never Forgets the Way,17,2019-04-15,2019 Issue ,2019,Saga del País de Wano
940,93,Sparks of Rebellion,Hangyaku no Hidane,Sparks of Rebellion,17,2019-04-22,2019 Issue ,2019,Saga del País de Wano
941,93,The Star of Ebisu Town,Ebisu-cho no Ninkimono,The Star of Ebisu,17,2019-04-27,2019 Issue 22-,2019,Saga del País de Wano
942,93,"Daimyo of Hakumai, Shimotsuki Yasuie","""Hakumai Daimyo"" Shimotsuki Yasuie","Daimyo of Hakumai, Shimotsuki Yasuie",17,2019-05-13,2019 Issue ,2019,Saga del País de Wano
943,94,SMILE,Sumairu,SMILE,17,2019-05-27,2019 Issue ,2019,Saga del País de Wano
944,94,Partner,Aibo,Partner,17,2019-06-03,2019 Issue ,2019,Saga del País de Wano
945,94,O-Lin,O-Rin,Olin,19,2019-06-10,2019 Issue ,2019,Saga del País de Wano
946,94,Queen vs. O-Lin,Kuin Basasu O-Rin,Queen vs. Olin,17,2019-06-24,2019 Issue ,2019,Saga del País de Wano
947,94,Queen's Gamble,Kuin no Kake,Queen's Gamble,17,2019-07-01,2019 Issue ,2019,Saga del País de Wano
948,94,Introducing Kawamatsu the Kappa,"""Kappa no Kawamatsu"" Tojo",Introducing Kawamatsu the Kappa,17,2019-07-08,2019 Issue ,2019,Saga del País de Wano
949,94,Mummy,Miira,Mummy,19,2019-07-22,2019 Issue ,2019,Saga del País de Wano
950,94,A Soldier's Dream,Tsuwamono-domo ga Yume,A Soldier's Dream,17,2019-07-29,2019 Issue ,2019,Saga del País de Wano
951,94,Rampage,Ranpeiji,Rampage,19,2019-08-05,2019 Issue 36-,2019,Saga del País de Wano
952,94,Hiyori and Kawamatsu,Hiyori to Kawamatsu,Hiyori and Kawamatsu,17,2019-08-19,2019 Issue ,2019,Saga del País de Wano
953,94,Once a Fox,Ichido Gitsune,Once a Fox,17,2019-08-26,2019 Issue ,2019,Saga del País de Wano
954,95,Like Giving Wings to a Dragon,Ryu ni Tsubasa o Etaru Gotoshi,Like a Dragon Given Wings,15,2019-09-02,2019 Issue ,2019,Saga del País de Wano
955,95,Enma,Enma,Enma,17,2019-09-14,2019 Issue ,2019,Saga del País de Wano
956,95,Big News,Biggu Nyusu,Big News,17,2019-09-21,2019 Issue ,2019,Saga del País de Wano
957,95,Ultimate,Arutimetto,Ultimate,19,2019-09-30,2019 Issue ,2019,Saga del País de Wano
958,95,The Promised Port,Yakusoku no Minato,The Promised Port,15,2019-10-07,2019 Issue ,2019,Saga del País de Wano
959,95,Samurai,Samurai,Samurai,17,2019-10-21,2019 Issue ,2019,Saga del País de Wano
960,95,Introducing Kozuki Oden,Kozuki Oden Tojo,Introducing Kozuki Oden,17,2019-10-28,2019 Issue ,2019,Saga del País de Wano
961,95,The Mountain God Incident,Yama no Kami Jiken,The Mountain God Incident,17,2019-11-02,2019 Issue ,2019,Saga del País de Wano
962,95,Daimyo and Retainers,Daimyo to Kashin,Daimyo and Vassals,13,2019-11-18,2019 Issue ,2019,Saga del País de Wano
963,95,Becoming Samurai,Samurai ni Naru,Becoming Samurai,17,2019-11-25,2019 Issue ,2019,Saga del País de Wano
964,95,Oden's Adventure,Oden no Boken,Oden's Adventure,17,2019-12-02,2020 Issue,2019,Saga del País de Wano
965,96,The Kurozumi Family's Plot,Kurozumi-ke no Inbo,The Kurozumi Clan's Plot,17,2019-12-16,2020 Issue,2019,Saga del País de Wano
966,96,Roger and Whitebeard,Roja to Shirohige,Roger and Whitebeard,17,2019-12-23,2020 Issue 4,2019,Saga del País de Wano
967,96,Roger's Adventure,Roja no Boken,Roger's Adventure,19,2020-01-04,2020 Issue 6,2020,Saga del País de Wano
968,96,Oden's Return,Oden no Kikan,Oden's Return,17,2020-01-20,2020 Issue,2020,Saga del País de Wano
969,96,Fool of a Lord,Baka-tono,Fool of a Lord,17,2020-01-27,2020 Issue,2020,Saga del País de Wano
970,96,Oden vs. Kaidou,Oden Basasu Kaido,Oden vs. Kaido,17,2020-02-03,2020 Issue ,2020,Saga del País de Wano
971,96,Sentenced to Boil,Kamayude no Kei,Sentenced to Boil,17,2020-02-17,2020 Issue ,2020,Saga del País de Wano
972,96,"I am Oden, And I Was Born to Boil",Niete Nanbo no Oden ni Soro,"I am Oden, And I Was Born to Boil",19,2020-02-22,2020 Issue ,2020,Saga del País de Wano
973,96,The Kozuki Clan,Kozuki no Ichizoku,The Kozuki Clan,17,2020-03-09,2020 Issue ,2020,Saga del País de Wano
974,96,Onward to Onigashima!!,"Iza, Onigashima!!",Onward to Onigashima!!,17,2020-03-16,2020 Issue ,2020,Saga del País de Wano
975,97,Kin'emon's Clever Trick,Kin'emon no ikkei,Kin'emon's Clever Trick,17,2020-03-23,2020 Issue ,2020,Saga del País de Wano
976,97,Begging Your Pardon!!!,Ohikenasutte!!!,Begging Your Pardon!!!,19,2020-04-06,2020 Issue ,2020,Saga del País de Wano
977,97,The Party's Off!!!,Utage wa Yame da!!!,The Party's Off!!!,17,2020-04-13,2020 Issue ,2020,Saga del País de Wano
978,97,Introducing the Tobiroppo,Tobi Roppo Tojo,Introducing the Tobi Roppo,17,2020-04-27,2020 Issue 21-,2020,Saga del País de Wano
979,97,Family Problem,Kazoku Mondai,Family Problem,17,2020-05-11,2020 Issue ,2020,Saga del País de Wano
980,97,Fighting Music,Tatakau Myujikku,Fighting Music,17,2020-05-25,2020 Issue ,2020,Saga del País de Wano
981,97,Joining the Fight,Sansen,Joining the Fight,19,2020-06-08,2020 Issue ,2020,Saga del País de Wano
982,97,Scoundrel Meets Scoundrel,Bureimono Mitsu Bureimono,Scoundrel Meets Scoundrel,17,2020-06-15,2020 Issue ,2020,Saga del País de Wano
983,97,Thunder,Raimei,Thunder,17,2020-06-22,2020 Issue ,2020,Saga del País de Wano
984,97,My Bible,Boku no Baiburu,My Bible,17,2020-07-06,2020 Issue ,2020,Saga del País de Wano
985,98,New Onigashima Project,Shin Onigashima Keikaku,New Onigashima Project,19,2020-07-20,2020 Issue 33-,2020,Saga del País de Wano
986,98,My Name,Sessha no Namae,My Name,17,2020-08-03,2020 Issue ,2020,Saga del País de Wano
987,98,The Brocade of Loyal Retainers,Chushin-nishiki,Vassals of Glory,19,2020-08-11,2020 Issue 36-,2020,Saga del País de Wano
988,98,Sorry for the Wait,Matasetana,Sorry for the Wait,15,2020-08-24,2020 Issue ,2020,Saga del País de Wano
989,98,I Can't Imagine Losing,Makeru Ki ga Shine,I Can't Imagine Losing,17,2020-09-07,2020 Issue ,2020,Saga del País de Wano
990,98,Army of One,Kogun,Army of One,17,2020-09-14,2020 Issue ,2020,Saga del País de Wano
991,98,Let Us Die!!!,Shinasetekure!!!,Let Us Die!!!,17,2020-09-28,2020 Issue ,2020,Saga del País de Wano
992,98,Remnants,Zanto,Remnants,19,2020-10-17,2020 Issue ,2020,Saga del País de Wano
993,98,The Dream of Wano Country,Wano Kuni no Yume,The Dream of Wano,17,2020-10-26,2020 Issue ,2020,Saga del País de Wano
994,98,My Other Name is Yamato,Mata no Na wa Yamato,My Other Name is Yamato,17,2020-11-02,2020 Issue ,2020,Saga del País de Wano
995,99,A Kunoichi's Oath,Kunoichi no Chikai,A Kunoichi's Oath,17,2020-11-16,2020 Issue ,2020,Saga del País de Wano
996,99,Island of the Strongest,Saikyo ga Iru Shima,Island of the Strongest,17,2020-11-21,2020 Issue ,2020,Saga del País de Wano
997,99,Flame Clouds,Homura-gumo,Flames,17,2020-11-30,2020 Issue ,2020,Saga del País de Wano
998,99,Ancient Types,Kodai-shu,Ancient Types,17,2020-12-14,2021 Issue,2020,Saga del País de Wano
999,99,The Sake I Brewed to Drink With You,Kimi ga Tame Kamishi Machizake,The Sake I Brewed to Drink With You,19,2020-12-21,2021 Issue 3,2020,Saga del País de Wano
1000,99,Straw Hat Luffy,Mugiwara no Rufi,Straw Hat Luffy,19,2021-01-04,2021 Issue 5,2021,Saga del País de Wano
1001,99,Battle of Monsters on Onigashima,Onigashima Kaibutsu Kessen,Battle of Monsters on Onigashima,17,2021-01-18,2021 Issue,2021,Saga del País de Wano
1002,99,Four Emperors vs. New Generation,Yonko Basasu Shin Sedai,Four Emperors vs. New Generation,17,2021-02-01,2021 Issue,2021,Saga del País de Wano
1003,99,Night on the Board,Banjo no Yoru,Night on the Board,17,2021-02-08,2021 Issue ,2021,Saga del País de Wano
1004,99,Kibi Dango,Kibi Dango,Millet Dumplings,17,2021-02-15,2021 Issue ,2021,Saga del País de Wano
1005,100,Devil Child,Akuma no Ko,Demon Child,17,2021-03-01,2021 Issue ,2021,Saga del País de Wano
1006,100,The Honorable Hyogoro of the Flower,"Kyokaku ""Hana no Hyogoro""",The Honorable Hyogoro the Flower,19,2021-03-08,2021 Issue ,2021,Saga del País de Wano
1007,100,Tanuki-san,Tanuki-san,Mr. Raccoon Dog,17,2021-03-15,2021 Issue ,2021,Saga del País de Wano
1008,100,"Leader of the Mt. Atama Thieves, Ashura Doji",Atama-yama Tozoku-dan Toryo Ashura Doji,"Atamayama Thieves Brigade, Ashura Doji",17,2021-03-29,2021 Issue ,2021,Saga del País de Wano
1009,100,Naraku,Naraku,Naraku,19,2021-04-05,2021 Issue ,2021,Saga del País de Wano
1010,100,Haoshoku,Hao-shoku,Color of the Supreme King,17,2021-04-12,2021 Issue ,2021,Saga del País de Wano
1011,100,The Code of Anko,Anko no Jingi,The Code of Sweet Beans,19,2021-04-26,2021 Issue 21-,2021,Saga del País de Wano
1012,100,Itch,Uzu,Itch,15,2021-05-10,2021 Issue ,2021,Saga del País de Wano
1013,100,Anarchy In The B.M.,Anaki In Za Biggu Mamu,Anarchy In The B.M. (Big Mom),17,2021-05-17,2021 Issue ,2021,Saga del País de Wano
